userName,score,at,content;;;;;;;
"Pengguna Google,1,2021-08-29 14:58:03,""buat buyer Tokped yg terhormat, jika kalian menggunakan jasa pengiriman grab/gojek sameday. TOLONG titik koordinat nya yg sesuai dengan alamat, jangan cuman alamatnya doang diketik. scrool paling bawah, disitu ada pilihan MAPNYA. Kasian driver ojolnya.""";;;;;;;
Pengguna Google,1,2021-08-29 14:56:14,Tolong kembalikan saldo saya yang sudah berkurang untuk topup e-money karena ga masuk masuk juga sampai berhari hari saya rugi 200rb;;;;;;;
Pengguna Google,3,2021-08-29 14:55:26,Tolong dong saya beli hp bekas. Terus saya download tokopedia. Ternyata gak dapat traktiran. Sepertinya hp lama saya udh pernah download tokopediaa. Tolong dong tokopedia. diperbaiki;;;;;;;
Pengguna Google,2,2021-08-29 14:54:25,Tiba2 Saya Dikatakan Manipulasi Data 😒;;;;;;;
Pengguna Google,5,2021-08-29 14:52:20,Itu aja;;;;;;;
Pengguna Google,5,2021-08-29 14:50:04,Aplikasi Tokopedia ini memudahkan kita dalam membeli pelatihan prakerja dan aplikasi ini bukan hanya menyediakan pelatihan prakerja tetapi juga kita bisa membeli barang apa saja yang kita mau semua tersedia di tokopedia. Nah Aplikasi Tokopedia ini sangat membantu saya tanpa ada kendala sedikitpun dan menggunakan aplikasi ini sangat gampang serta mudah dijangkau. Terima kasih Tokopedia;;;;;;;
Pengguna Google,5,2021-08-29 14:49:24,mantap Tokopedia mantul;;;;;;;
Pengguna Google,5,2021-08-29 14:49:12,keren;;;;;;;
Pengguna Google,5,2021-08-29 14:47:39,Bagus murah2;;;;;;;
Pengguna Google,5,2021-08-29 14:47:24,good;;;;;;;
Pengguna Google,4,2021-08-29 14:47:17,sayang belanja 0 Rp nya produk jakatnya nya jlk;;;;;;;
Pengguna Google,5,2021-08-29 14:45:56,Mantap Tokopedia;;;;;;;
Pengguna Google,5,2021-08-29 14:44:39,Terimakasih sudah memberikan pelatihan yg beli lewat Tokopedia yg bekerjasama dengan kariermu.sekolah. Pelatihannya bermanfaat buat saya sebagai pemula untuk bisnis baru.;;;;;;;
Pengguna Google,4,2021-08-29 14:44:10,Keren tapi ada yang salah;;;;;;;
Pengguna Google,5,2021-08-29 14:41:56,Terbaik;;;;;;;
Pengguna Google,5,2021-08-29 14:41:38,mantappp;;;;;;;
Pengguna Google,5,2021-08-29 14:38:16,Aku batrlu dlownd aplikasi tokopedia;;;;;;;
Pengguna Google,5,2021-08-29 14:34:52,Seneng banget;;;;;;;
Pengguna Google,5,2021-08-29 14:31:35,Aplikasi yg sangat bermanfaat;;;;;;;
Pengguna Google,1,2021-08-29 14:27:46,siip;;;;;;;
Pengguna Google,5,2021-08-29 14:24:31,Sangat membantu dan sangat baik;;;;;;;
Pengguna Google,5,2021-08-29 14:21:31,Belanja ditoko pedia banyak promo dan diskonya.pokoknya mantap👍👍;;;;;;;
"Pengguna Google,5,2021-08-29 14:20:13,""Sangat bermangfa,at manatp""";;;;;;;
"Pengguna Google,3,2021-08-29 14:18:38,""Aplikasi harus di paksa untuk update selalu, bila tidak di update Aplikasi tokopedia tidak bisa di buka""";;;;;;;
Pengguna Google,1,2021-08-29 14:18:30,Pesanan di batalin otomatis Mulu..;;;;;;;
Pengguna Google,5,2021-08-29 14:16:39,Top;;;;;;;
Pengguna Google,5,2021-08-29 14:14:22,baik;;;;;;;
Pengguna Google,1,2021-08-29 14:13:06,Sertifikat lama keluar.;;;;;;;
Pengguna Google,5,2021-08-29 14:11:43,Aplikasi ini sangatlah membantu Terimakasih;;;;;;;
Pengguna Google,3,2021-08-29 14:11:06,Ok;;;;;;;
Pengguna Google,5,2021-08-29 14:08:33,Belanja ditokopedia memang bagus dan barang sesuai pesanan..;;;;;;;
Pengguna Google,5,2021-08-29 14:08:24,Mantaappp..👍👍👍;;;;;;;
Pengguna Google,5,2021-08-29 14:05:48,terimakasih tokopediaa;;;;;;;
Pengguna Google,3,2021-08-29 14:05:40,Masih ada lg gak ...??;;;;;;;
Pengguna Google,5,2021-08-29 14:05:26,Pokonya top deh beli di tokopedia;;;;;;;
Pengguna Google,5,2021-08-29 14:03:11,mantap;;;;;;;
Pengguna Google,5,2021-08-29 14:01:34,Mantab mm blanja di tokped gk slah dan dwonload smpai skrg tdk pernah kecewa sch jdi so biar bintang yg berbicara. Mksh tokped;;;;;;;
Pengguna Google,5,2021-08-29 14:01:06,Barang sesuai harapan;;;;;;;
Pengguna Google,5,2021-08-29 14:00:16,bagussss;;;;;;;
Pengguna Google,5,2021-08-29 14:00:01,Good;;;;;;;
Pengguna Google,5,2021-08-29 13:58:10,Ok;;;;;;;
Pengguna Google,5,2021-08-29 13:57:03,Tokopedia sangat terbaik pokoya best;;;;;;;
Pengguna Google,5,2021-08-29 13:56:41,Oke;;;;;;;
Pengguna Google,5,2021-08-29 13:55:53,Download TOKOPEDIA karna brand ambassador nya suami suami kuhh para bujang BANGTAN🤭🤣;;;;;;;
"Pengguna Google,5,2021-08-29 13:54:09,""Thankyou,, TokoPedia selalu yg terbaik 😇""";;;;;;;
Pengguna Google,5,2021-08-29 13:54:05,belanja mudah..mudah belanja;;;;;;;
"Pengguna Google,5,2021-08-29 13:53:39,""terimakasih Tokopedia,sebagai platform dari prakrja...terbaik!""";;;;;;;
Pengguna Google,5,2021-08-29 13:51:48,Saya sangat puas belajar dan brlanja di tokopedia terima kasih tokopedia;;;;;;;
Pengguna Google,1,2021-08-29 13:50:11,Promo Vocher tidak bisa di pakai;;;;;;;
Pengguna Google,5,2021-08-29 13:46:49,Tokopedia memang mantap;;;;;;;
"Pengguna Google,5,2021-08-29 13:46:47,""The best,senang bngt bnyak cashback💜💜""";;;;;;;
Pengguna Google,5,2021-08-29 13:45:45,Aplikasi ini sangat bagus..;;;;;;;
Pengguna Google,5,2021-08-29 13:45:32,sangat menyenangkan;;;;;;;
Pengguna Google,5,2021-08-29 13:43:01,terimakasih Tokopedia ❤️;;;;;;;
Pengguna Google,5,2021-08-29 13:41:17,good;;;;;;;
Pengguna Google,5,2021-08-29 13:41:10,sangat sangat bermanfaat;;;;;;;
Pengguna Google,5,2021-08-29 13:40:58,Terimakasih tokopedia telah memberi pelatihan yang sangat bermanfaat;;;;;;;
"Pengguna Google,5,2021-08-29 13:40:11,""sangat-sangat bermanfaat untuk keluarga terimakasih*****""""!!!!!!""";;;;;;;
Pengguna Google,5,2021-08-29 13:40:01,Sangat membantu pake tokepedia jadi gampang buat blnja kebutuhan apapun;;;;;;;
Pengguna Google,5,2021-08-29 13:39:59,mantull mantap betul;;;;;;;
Pengguna Google,5,2021-08-29 13:39:05,Transaksi cepat;;;;;;;
Pengguna Google,5,2021-08-29 13:37:33,terbaik;;;;;;;
Pengguna Google,1,2021-08-29 13:35:54,trimakasih;;;;;;;
Pengguna Google,5,2021-08-29 13:29:07,Pokoknya top;;;;;;;
Pengguna Google,4,2021-08-29 13:27:59,sukses slalu pelayanan yg bagus👍;;;;;;;
Pengguna Google,1,2021-08-29 13:27:34,Sngt buruk;;;;;;;
Pengguna Google,5,2021-08-29 13:27:08,mantabe;;;;;;;
Pengguna Google,5,2021-08-29 13:26:40,Aplikasi ini sangat bermanfaat sekali;;;;;;;
"Pengguna Google,5,2021-08-29 13:24:28,""Sangat membantu sekali. terutama dalam kartu prakerja, sangat memudahkan pengguna nya. terimakasi tokopedia.""";;;;;;;
Pengguna Google,1,2021-08-29 13:23:29,penipuan cashback;;;;;;;
Pengguna Google,5,2021-08-29 13:18:39,𝕒𝕨𝕤𝕠𝕞𝕖;;;;;;;
Pengguna Google,5,2021-08-29 13:18:28,Bagus terbaik termudah;;;;;;;
Pengguna Google,5,2021-08-29 13:17:18,Mantap....;;;;;;;
Pengguna Google,5,2021-08-29 13:16:36,Sangat membantu;;;;;;;
Pengguna Google,5,2021-08-29 13:13:59,nice app;;;;;;;
Pengguna Google,5,2021-08-29 13:13:57,Goodddd;;;;;;;
Pengguna Google,5,2021-08-29 13:12:54,Ssiiippp lah👍👍👍👍;;;;;;;
"Pengguna Google,5,2021-08-29 13:12:39,""Belanja di Tokopedia menyenangkan, dan sistem pembayarannya tidak ribet""";;;;;;;
Pengguna Google,5,2021-08-29 13:11:23,Banyak diskonnya banyak cashback ya... Makasih tokped;;;;;;;
"Pengguna Google,1,2021-08-29 13:10:53,""Sekianlama saya menjadi pelanggan setia tokopedia, tapi sekali saya mengalami kendala, saya salah membeli barang, dan ingin membatalkan pesanan, tokopedia sama sekali tidak mau membantu, padahal penjual belum mengkonfirmasi pesanan sya. makanya saya putuskan tidak akan pernah berhubungan dg Tokopedia lagi, toko online brengsek""";;;;;;;
Pengguna Google,5,2021-08-29 13:10:08,Alhamdulillah saya sangat senang bisa mendapatkan pelatihan prakerja dan terimakasih untuk tokopedia telah menyediakan layanam pembelian latikan kelas skill academy saya sungguh sangat trimakasih 🙏;;;;;;;
Pengguna Google,5,2021-08-29 13:08:18,Gk nyesel;;;;;;;
Pengguna Google,5,2021-08-29 13:07:27,Terima kasih tokopedia sudah sellau memudahkan saya untuk membeli sesuatu 🙏🙏🙏;;;;;;;
Pengguna Google,1,2021-08-29 13:06:16,Aplikasi sialan...udah bayar pesanan terus dibatalkan...refundnya hanya sesuai harga barang...adminnya ga balik....aplikasi taiiii....;;;;;;;
Pengguna Google,5,2021-08-29 13:03:23,Aplikasi ini sangat membantu..materinya bagus.;;;;;;;
Pengguna Google,5,2021-08-29 13:03:20,Aplikasi mantap...proses cepat dan cs cepat respon;;;;;;;
"Pengguna Google,5,2021-08-29 13:02:46,""sangat membantu,menarik.""";;;;;;;
Pengguna Google,2,2021-08-29 13:01:31,bintang 2 dulu y kalau sampe barang nya saya tambah bintang nya oke tokpet selalu jaya;;;;;;;
Pengguna Google,1,2021-08-29 13:01:10,Pembatalan transaksi secara sepihak dari tokopedia sendiri tanpa konfirmasi dulu sudah terlanjur dibayar 👎👎👎👎👎;;;;;;;
Pengguna Google,5,2021-08-29 12:59:32,Anjing teu ngeuna;;;;;;;
Pengguna Google,1,2021-08-29 12:58:55,Klo bagi yg area pulau jawa emang enak blang nyamanlah gini gitu karena dket ongkirny murah.klo kami yg di sulawesi masa barang harga 2k ongkirnya 5k...2x lipat harga...gmna itu...logika ajalh...mana g ada pilhan ongkir yg lbih masuk akal...;;;;;;;
Pengguna Google,5,2021-08-29 12:57:42,saya puas;;;;;;;
Pengguna Google,5,2021-08-29 12:57:36,sangat memuaskn;;;;;;;
Pengguna Google,3,2021-08-29 12:57:14,Kenapa barang barang nya mahal semua hey!!!!!!!;;;;;;;
Pengguna Google,5,2021-08-29 12:56:46,Sangat bagus;;;;;;;
Pengguna Google,1,2021-08-29 12:56:25,Npa koq tiba tiba hilang aplikasi nya toko pedia;;;;;;;
Pengguna Google,5,2021-08-29 12:54:38,Terima kasih Toko pedia yang sudah berbagi pengalamannya untuk bisa pembelajaran di toko pedia;;;;;;;
Pengguna Google,5,2021-08-29 12:53:26,👍👍;;;;;;;
Pengguna Google,4,2021-08-29 12:53:22,Bagus...;;;;;;;
Pengguna Google,5,2021-08-29 12:52:36,Terima kasih toko pedia;;;;;;;
"Pengguna Google,1,2021-08-29 12:51:40,""Kecewa banget sama tokopedia, saya pengguna baru dan checkout pake voucher promo tokopedia. Tapi setelah melakukan transaksi, transaksi saya dibatalkan otomatis oleh tokopedia dengan alasan yang tidak saya lakukan. 👎""";;;;;;;
Pengguna Google,5,2021-08-29 12:50:21,Sipppppp👍👍👍👍;;;;;;;
"Pengguna Google,1,2021-08-29 12:49:59,""Skill academy lembaga terbaik pelatihan prakerja Bertanya di respon cepat, pelatihan jelas dan mudah di pahami Terimakasih skill academy yes dan tokopedia no 🙏👍👍 Tokopedia no respon dan lambat""";;;;;;;
Pengguna Google,5,2021-08-29 12:49:43,mantul pisan;;;;;;;
Pengguna Google,4,2021-08-29 12:48:51,bagus;;;;;;;
Pengguna Google,4,2021-08-29 12:45:20,Sangat membantu;;;;;;;
Pengguna Google,5,2021-08-29 12:44:51,Pengalaman belanja yang mudah dan menyenangkan di Tokopedia;;;;;;;
Pengguna Google,5,2021-08-29 12:44:46,baguss;;;;;;;
Pengguna Google,5,2021-08-29 12:44:01,toko belanja yg lengkap dan murah meriah;;;;;;;
Pengguna Google,5,2021-08-29 12:44:00,Terimakasih tokopedia atas bantuannya untuk pembelian kartuprakerja yaa memangter baik deh;;;;;;;
Pengguna Google,5,2021-08-29 12:42:58,Mantuuuuuul;;;;;;;
Pengguna Google,5,2021-08-29 12:42:56,Lembaga pelatihanya sangat menarik dan bisa untuk diterapkan dilapangan;;;;;;;
Pengguna Google,5,2021-08-29 12:42:26,Oke;;;;;;;
Pengguna Google,5,2021-08-29 12:42:12,Tokopedia memang mantul belanja perdanaku dikasih free 👍👍👍 GRATISS;;;;;;;
Pengguna Google,4,2021-08-29 12:42:02,kurang lengkap dibanding toko sebelah hanya saran thanks;;;;;;;
Pengguna Google,5,2021-08-29 12:41:43,mantaap;;;;;;;
Pengguna Google,5,2021-08-29 12:41:35,kerennnnnnnnnnn;;;;;;;
Pengguna Google,5,2021-08-29 12:39:56,Tokopedia sangat memuaskan untuk berbelanja apapun sangatttt sangat baguuuusssss sekaliii;;;;;;;
Pengguna Google,5,2021-08-29 12:39:05,apik;;;;;;;
Pengguna Google,5,2021-08-29 12:37:44,Hepibesday tokoped;;;;;;;
Pengguna Google,5,2021-08-29 12:34:54,Mantap;;;;;;;
Pengguna Google,5,2021-08-29 12:32:09,Selamat hari jadi toko pedia semoga sukses selalu dan lebih ada info yg lebih banyak lagi;;;;;;;
Pengguna Google,3,2021-08-29 12:31:50,Tadi dapet undian hp samsung . Disuru terusin ke tokped malah gadaa notif . Gajlas;;;;;;;
Pengguna Google,1,2021-08-29 12:29:23,terima kasih;;;;;;;
"Pengguna Google,5,2021-08-29 12:29:03,""Gratis ongkir iy,cepat iy pokonya gk ada kurang nya deh""";;;;;;;
Pengguna Google,5,2021-08-29 12:28:26,BTS bos wkwkw;;;;;;;
Pengguna Google,5,2021-08-29 12:27:08,Sangat mudah dan praktis dalam berbelanja Dan semoga sertifikatnya cepat muncul di dasbor prakerja tnkkksssz;;;;;;;
Pengguna Google,5,2021-08-29 12:26:20,Bagus;;;;;;;
Pengguna Google,5,2021-08-29 12:26:03,Aplikasinya sangat berguna sekali banyak pilihan yang bisa dipilih dan dibeli;;;;;;;
"Pengguna Google,5,2021-08-29 12:25:16,""Oke, selain belanja kebutuhan bisa membeli pelatihan prakerja. Jadi bisa untuk meningkatkan skill kita""";;;;;;;
Pengguna Google,4,2021-08-29 12:23:57,semoga layananya akan lebih bagus...;;;;;;;
Pengguna Google,5,2021-08-29 12:23:43,besttt;;;;;;;
Pengguna Google,5,2021-08-29 12:21:20,Bagus banyak vocher gratis;;;;;;;
Pengguna Google,5,2021-08-29 12:20:54,Tokopedia bagus;;;;;;;
Pengguna Google,5,2021-08-29 12:19:52,Tokopedia terbaik;;;;;;;
Pengguna Google,5,2021-08-29 12:18:33,Ok;;;;;;;
Pengguna Google,5,2021-08-29 12:15:46,Bagus bgt;;;;;;;
Pengguna Google,5,2021-08-29 12:15:18,Bagus;;;;;;;
Pengguna Google,5,2021-08-29 12:14:01,mantap;;;;;;;
Pengguna Google,5,2021-08-29 12:11:51,Good;;;;;;;
Pengguna Google,5,2021-08-29 12:11:09,Terimakasih sangat memuaskan;;;;;;;
Pengguna Google,5,2021-08-29 12:11:08,Bagus bngt;;;;;;;
"Pengguna Google,5,2021-08-29 12:06:23,""terimakasih Tokopedia telah menjadi penyalur pembelajaran ini, saya sangat berterimakasih atas adanya program ini, sekali lagi trimakasih tokped, prakerja, dan segala yang telah terlibat didalamnya, sekali lagi terimakasih""";;;;;;;
Pengguna Google,5,2021-08-29 12:06:00,beli pulsa 15rb tukar point 15rb jadi gratis.. wkkk mamtul;;;;;;;
Pengguna Google,4,2021-08-29 12:03:02,terimakasih g nyangka ternyata ya benar 0 rupiah;;;;;;;
Pengguna Google,5,2021-08-29 12:01:16,Sangat baik;;;;;;;
"Pengguna Google,5,2021-08-29 11:59:52,""Sangat rekomendasi, termasuk voucher prakerja.""";;;;;;;
Pengguna Google,5,2021-08-29 11:59:52,Sangat membantu;;;;;;;
Pengguna Google,5,2021-08-29 11:59:21,Hebat.. profesional;;;;;;;
Pengguna Google,5,2021-08-29 11:58:58,Terimakasih sudah menjadi mitra dalam kartu prakerja.;;;;;;;
Pengguna Google,5,2021-08-29 11:56:52,Sangat bermanfaat;;;;;;;
Pengguna Google,5,2021-08-29 11:52:06,Sangat bermanfaat...sempurna;;;;;;;
Pengguna Google,5,2021-08-29 11:51:32,Sangat bermanfaat dan pokoknya terbaik. Tks Tokipedia. Sukses trus ya;;;;;;;
"Pengguna Google,5,2021-08-29 11:49:36,""Sangat bagus,dan sangat memuaskan""";;;;;;;
Pengguna Google,5,2021-08-29 11:48:24,mantap bnyk promo;;;;;;;
"Pengguna Google,1,2021-08-29 11:45:59,""Wkwkwk ketawa aku, kata nya pengguna baru dapet 0%, giliran mau pesan, maaf kamu sudah melebihi pesanan, perasaan aku blm pesan udh dinotif pesan""";;;;;;;
Pengguna Google,5,2021-08-29 11:44:17,toko pedia mantap;;;;;;;
Pengguna Google,5,2021-08-29 11:43:32,Cepat dlm pengiriman product cuma tlng banyakin product dgn sistem COD krn sy pribadi ngga pernah pesan product betlangganan di TOKOPEDIA selain COD;;;;;;;
Pengguna Google,5,2021-08-29 11:42:54,sangat ok;;;;;;;
Pengguna Google,5,2021-08-29 11:41:26,terbaik;;;;;;;
Pengguna Google,5,2021-08-29 11:40:33,Iya;;;;;;;
Pengguna Google,5,2021-08-29 11:40:26,oke;;;;;;;
Pengguna Google,5,2021-08-29 11:39:38,okeeeeeeee........;;;;;;;
"Pengguna Google,1,2021-08-29 11:38:29,""Maaf saya memberikan penilaian tersebut, karena pengalaman yang cukup mengecewakan, atas Tokopedia yang tidak memiliki call center, dan tetap mengutamakan Tokopedia care, saya ada kendala yang harus lekas diselesaikan, tetapi respon tersebut bisa melebihi 24 jam""";;;;;;;
Pengguna Google,4,2021-08-29 11:35:54,Ok;;;;;;;
Pengguna Google,1,2021-08-29 11:35:45,Apk anjng;;;;;;;
Pengguna Google,5,2021-08-29 11:35:09,Mantap bro;;;;;;;
Pengguna Google,5,2021-08-29 11:34:29,Mantap;;;;;;;
Pengguna Google,5,2021-08-29 11:27:49,Sangat bermanfaat Recomdasi;;;;;;;
Pengguna Google,5,2021-08-29 11:27:38,sangat baik;;;;;;;
Pengguna Google,5,2021-08-29 11:26:48,Madeppppp;;;;;;;
Pengguna Google,2,2021-08-29 11:25:40,Bagus sih aplikasi nya tapi kenapa pesanan saya tiba² dibatalkan!!?;;;;;;;
Pengguna Google,4,2021-08-29 11:24:22,bermanfaat..;;;;;;;
Pengguna Google,5,2021-08-29 11:24:14,Sangat bagus;;;;;;;
Pengguna Google,5,2021-08-29 11:22:35,Ok dulu;;;;;;;
Pengguna Google,5,2021-08-29 11:22:05,mantap;;;;;;;
Pengguna Google,5,2021-08-29 11:20:51,Twrimakasih tokped berkatmu prakerjaku labcar;;;;;;;
Pengguna Google,5,2021-08-29 11:16:32,good n fast respon 👍;;;;;;;
Pengguna Google,5,2021-08-29 11:14:23,Ok good;;;;;;;
Pengguna Google,5,2021-08-29 11:13:32,aplikasi ini sangat menguntungkan sekali;;;;;;;
Pengguna Google,5,2021-08-29 11:13:02,Pokoknya puas;;;;;;;
Pengguna Google,1,2021-08-29 11:12:48,Lu juga setang;;;;;;;
Pengguna Google,5,2021-08-29 11:12:45,oke;;;;;;;
Pengguna Google,4,2021-08-29 11:11:59,mantap jiwaaaa bosquee respect;;;;;;;
Pengguna Google,4,2021-08-29 11:11:23,siiip;;;;;;;
Pengguna Google,5,2021-08-29 11:11:15,mntull;;;;;;;
Pengguna Google,5,2021-08-29 11:10:25,terima kasih toped gratisanya;;;;;;;
Pengguna Google,5,2021-08-29 11:07:31,mantap tokopedia;;;;;;;
Pengguna Google,5,2021-08-29 11:06:15,apk bagus pengiriman cepat;;;;;;;
Pengguna Google,1,2021-08-29 11:05:52,Ribet kenapa kalau login pakai nomor hp nggak kaya shopee pakai email lebih mudah kalau nomor hp mati gimana;;;;;;;
Pengguna Google,5,2021-08-29 11:03:09,Mantapppp;;;;;;;
"Pengguna Google,5,2021-08-29 11:02:45,""Terimakasihhhhh tokopedia berperan penting, dalam proses belajar dari prakerjaaaaa ❤ sukses terus tokopedia""";;;;;;;
Pengguna Google,5,2021-08-29 11:02:21,Sangat membantu;;;;;;;
Pengguna Google,5,2021-08-29 11:00:58,Mantap;;;;;;;
"Pengguna Google,5,2021-08-29 10:58:17,""Semangat para cuan, semoga menghasilkan banyak dan banyak juga berbagai kemudahan dan kebahagiaan, Terimakasih Tokopedia""";;;;;;;
Pengguna Google,5,2021-08-29 10:57:44,OK bisa gratis;;;;;;;
Pengguna Google,5,2021-08-29 10:57:42,Makasih Kerjasama untuk prakerja untuk pelatihan;;;;;;;
Pengguna Google,5,2021-08-29 10:57:11,Bagussss;;;;;;;
Pengguna Google,5,2021-08-29 10:55:09,Toko pedia ini sangat membantu;;;;;;;
Pengguna Google,5,2021-08-29 10:54:17,Sangat senang bisa gabung di sini;;;;;;;
Pengguna Google,5,2021-08-29 10:51:32,mantapp;;;;;;;
Pengguna Google,5,2021-08-29 10:50:47,Sangat efektif dan mudah dipahami;;;;;;;
Pengguna Google,5,2021-08-29 10:50:28,Sangat membantu trimakasih tokopedia;;;;;;;
Pengguna Google,5,2021-08-29 10:48:53,Sangat membantu untuk memilih dan membeli barang barang;;;;;;;
Pengguna Google,5,2021-08-29 10:47:25,ok;;;;;;;
Pengguna Google,5,2021-08-29 10:45:37,NinolCollection Terimakasih Tokopedia❤️👍;;;;;;;
Pengguna Google,5,2021-08-29 10:45:07,Sengat bermanfaat;;;;;;;
Pengguna Google,5,2021-08-29 10:43:33,Tokopedia mempermudah semuanya dalam mencari barang dan pelayanan nya bagus;;;;;;;
Pengguna Google,5,2021-08-29 10:41:57,Sangat bagus;;;;;;;
Pengguna Google,5,2021-08-29 10:41:49,Sangat membantu...;;;;;;;
Pengguna Google,5,2021-08-29 10:41:41,Good;;;;;;;
Pengguna Google,5,2021-08-29 10:38:23,sukses terus ya tokdped😍;;;;;;;
Pengguna Google,5,2021-08-29 10:36:54,Sangat bagusss;;;;;;;
"Pengguna Google,5,2021-08-29 10:36:30,""sangat baik pelayanannya,dan promo""""nya sangat menarik🤗""";;;;;;;
Pengguna Google,5,2021-08-29 10:33:34,Aplikasi y bagus😍;;;;;;;
Pengguna Google,5,2021-08-29 10:33:16,bagus;;;;;;;
"Pengguna Google,4,2021-08-29 10:31:59,""simple, interface gak mengganggu.""";;;;;;;
Pengguna Google,5,2021-08-29 10:26:24,Sangat bagus;;;;;;;
Pengguna Google,5,2021-08-29 10:20:14,Terimakasih tokopedia belanja jdi aman dan tdk ribet satu satunya tempat belanja yg terbaik terus tingkatkan lgi pelayanannya dan semoga sukses selalu dan makin jaya tokopedia;;;;;;;
"Pengguna Google,1,2021-08-29 10:19:21,""Aplikasi nya bagus tapi sayang, saya kirim tujuannya bener notanya udah saya kasih nama orang tua yang di kenal di kampung tapi pesannya di ambil alih sama orang, tau tau udah ganti nama pembeli sama nama penerima padahal saya belum nerima sama sekali""";;;;;;;
"Pengguna Google,5,2021-08-29 10:19:04,""Aplikasi yang sangat bagus, memudahkan transaksi jual beli Online dengan mudah dan Recomended 🤩🤩🤩""";;;;;;;
Pengguna Google,4,2021-08-29 10:19:01,Yyy6aaaaaaaa ok;;;;;;;
Pengguna Google,5,2021-08-29 10:18:24,Oke;;;;;;;
Pengguna Google,5,2021-08-29 10:15:11,Mantap;;;;;;;
"Pengguna Google,5,2021-08-29 10:14:45,""Sangat baik,dan mudah untuk dipahami""";;;;;;;
Pengguna Google,5,2021-08-29 10:13:27,Sangat menginspirasi.Terimakasih;;;;;;;
Pengguna Google,5,2021-08-29 10:13:26,good job good night good like;;;;;;;
Pengguna Google,5,2021-08-29 10:12:14,mantab👍;;;;;;;
Pengguna Google,5,2021-08-29 10:10:07,Top nih .sangat bagus apl nya.tampilan bagus.mudah dan keren.;;;;;;;
Pengguna Google,5,2021-08-29 10:09:26,Sangat bgs dan memudahkan.. Semoga makin baik..;;;;;;;
Pengguna Google,5,2021-08-29 10:08:05,mantappp;;;;;;;
Pengguna Google,5,2021-08-29 10:04:38,mantap;;;;;;;
Pengguna Google,5,2021-08-29 10:04:13,good;;;;;;;
Pengguna Google,5,2021-08-29 10:03:45,Good job;;;;;;;
Pengguna Google,5,2021-08-29 10:01:20,tokopedia emang kereeeen pengiriman cepat amanah dan bertanggung jawab pkok nya aman dech blanja di tokopedia hari minggu tetap dikirim dan banyak gratis ongkir lagi.trimakasih tokopedia;;;;;;;
Pengguna Google,1,2021-08-29 09:58:55,asu ga jelas saya mesen paket cod stimasi tiba tangga 26 samp sekarang belom dateng saya lacak tulisannya paket di kembalikan ke pengirim tapi status dalam pengiriman takut aja saya kalo misalnya saya jadi beli di deket rumah ternyata paket pas tiba duit kaga ada kan bangs dah hapus aja ni apk ga jelas;;;;;;;
Pengguna Google,5,2021-08-29 09:58:39,terima kasih Tokopedia atas belanja gratis.nya;;;;;;;
Pengguna Google,5,2021-08-29 09:57:29,Belanja di Tokopedia bagus mudah lancar maksih ya buat pelayanan nya;;;;;;;
Pengguna Google,5,2021-08-29 09:54:17,ok;;;;;;;
Pengguna Google,5,2021-08-29 09:54:14,mantap;;;;;;;
Pengguna Google,5,2021-08-29 09:53:30,Aplikasi ini sangat membantu;;;;;;;
"Pengguna Google,1,2021-08-29 09:53:08,""belanja traktiran Rp.0 tapi dibatalkan oleh tokped nya..dengan alasan ada kesamaan dengan akun terkait..udah bagus sodara2 saya disuruh download tokped tpi malah mengevewakan,padahal akun nya baru pertama kali daftar,udah gitu gratis ongkir nya pun ikut hangus...pengecekan nya pun lama..tolong klo bikin promo yang jelas""";;;;;;;
Pengguna Google,5,2021-08-29 09:52:36,👍👍👍👍👍;;;;;;;
Pengguna Google,5,2021-08-29 09:51:52,Sangat bagus dan cepat;;;;;;;
Pengguna Google,5,2021-08-29 09:51:20,mantap;;;;;;;
Pengguna Google,5,2021-08-29 09:50:54,mantap👍;;;;;;;
Pengguna Google,5,2021-08-29 09:49:03,Terimakasih telah memberikan bimbingan yang mudah dipahami serta dengan adanya pandemi ini kita disarankan untuk memutar otak kembali bagaimana cara menghasilkan cuan dengan diam di rumah🙏;;;;;;;
Pengguna Google,5,2021-08-29 09:46:22,Terimakasih suda membantu untuk pembelian pelatihan prakerja tanpa ribet dan jg ngasih tau langkah2nya yg mudah;;;;;;;
Pengguna Google,5,2021-08-29 09:43:03,lebih mudah beli pelatihan prakerja di tokopedia;;;;;;;
Pengguna Google,5,2021-08-29 09:42:06,good;;;;;;;
Pengguna Google,5,2021-08-29 09:40:41,Good;;;;;;;
Pengguna Google,5,2021-08-29 09:40:39,Good;;;;;;;
Pengguna Google,5,2021-08-29 09:40:13,Suka berbelanja di sini;;;;;;;
Pengguna Google,5,2021-08-29 09:36:03,Bagus;;;;;;;
Pengguna Google,5,2021-08-29 09:35:36,bismilllah dpat bantal gratis;;;;;;;
Pengguna Google,5,2021-08-29 09:28:14,Aplikasi ini sangat baguss saya suka kenapa gak dari dulu ya wkwk;;;;;;;
Pengguna Google,5,2021-08-29 09:28:01,Mantap;;;;;;;
Pengguna Google,5,2021-08-29 09:27:43,Terimakasihdan sagat membantu;;;;;;;
Pengguna Google,5,2021-08-29 09:27:06,Ok;;;;;;;
Pengguna Google,5,2021-08-29 09:25:43,good customer focus;;;;;;;
